,Date,PETR4
0,2011-01-03,27.0
1,2011-01-04,26.899999618530273
2,2011-01-05,27.219999313354492
3,2011-01-06,27.110000610351562
4,2011-01-07,26.729999542236328
5,2011-01-10,26.979999542236328
6,2011-01-11,27.149999618530273
7,2011-01-12,27.899999618530273
8,2011-01-13,27.309999465942383
9,2011-01-14,27.549999237060547
10,2011-01-17,27.450000762939453
11,2011-01-18,27.719999313354492
12,2011-01-19,27.299999237060547
13,2011-01-20,27.270000457763672
14,2011-01-21,27.049999237060547
15,2011-01-24,27.0
16,2011-01-26,26.829999923706055
17,2011-01-27,26.8700008392334
18,2011-01-28,26.670000076293945
19,2011-01-31,27.09000015258789
20,2011-02-01,27.639999389648438
21,2011-02-02,27.799999237060547
22,2011-02-03,28.030000686645508
23,2011-02-04,27.6200008392334
24,2011-02-07,27.219999313354492
25,2011-02-08,26.8799991607666
26,2011-02-09,26.8799991607666
27,2011-02-10,26.8799991607666
28,2011-02-11,26.399999618530273
29,2011-02-14,26.75
30,2011-02-15,26.969999313354492
31,2011-02-16,27.309999465942383
32,2011-02-17,27.25
33,2011-02-18,27.3700008392334
34,2011-02-21,27.399999618530273
35,2011-02-22,27.770000457763672
36,2011-02-23,28.709999084472656
37,2011-02-24,28.709999084472656
38,2011-02-25,28.600000381469727
39,2011-02-28,28.579999923706055
40,2011-03-01,28.290000915527344
41,2011-03-02,28.899999618530273
42,2011-03-03,28.959999084472656
43,2011-03-04,29.079999923706055
44,2011-03-09,29.079999923706055
45,2011-03-10,28.1200008392334
46,2011-03-11,28.170000076293945
47,2011-03-14,28.280000686645508
48,2011-03-15,28.040000915527344
49,2011-03-16,27.780000686645508
50,2011-03-17,28.079999923706055
51,2011-03-18,27.899999618530273
52,2011-03-21,28.1299991607666
53,2011-03-22,28.1299991607666
54,2011-03-23,28.1299991607666
55,2011-03-24,28.43000030517578
56,2011-03-25,28.43000030517578
57,2011-03-28,28.350000381469727
58,2011-03-29,28.350000381469727
59,2011-03-30,28.350000381469727
60,2011-03-31,28.3700008392334
61,2011-04-01,28.3700008392334
62,2011-04-04,28.610000610351562
63,2011-04-05,28.610000610351562
64,2011-04-06,28.3700008392334
65,2011-04-07,28.0
66,2011-04-08,28.010000228881836
67,2011-04-11,27.489999771118164
68,2011-04-12,26.649999618530273
69,2011-04-13,26.149999618530273
70,2011-04-14,25.979999542236328
71,2011-04-15,26.530000686645508
72,2011-04-18,26.530000686645508
73,2011-04-19,25.729999542236328
74,2011-04-20,26.290000915527344
75,2011-04-25,26.18000030517578
76,2011-04-26,26.200000762939453
77,2011-04-27,25.739999771118164
78,2011-04-28,25.450000762939453
79,2011-04-29,25.600000381469727
80,2011-05-02,25.729999542236328
81,2011-05-03,25.450000762939453
82,2011-05-04,25.31999969482422
83,2011-05-05,24.469999313354492
84,2011-05-06,24.209999084472656
85,2011-05-09,24.246999740600586
86,2011-05-10,24.600000381469727
87,2011-05-11,24.600000381469727
88,2011-05-12,24.600000381469727
89,2011-05-13,24.600000381469727
90,2011-05-16,24.600000381469727
91,2011-05-17,24.600000381469727
92,2011-05-18,24.600000381469727
93,2011-05-19,23.639999389648438
94,2011-05-20,23.989999771118164
95,2011-05-23,23.600000381469727
96,2011-05-24,23.850000381469727
97,2011-05-25,23.899999618530273
98,2011-05-26,24.200000762939453
99,2011-05-27,24.290000915527344
100,2011-05-30,24.079999923706055
101,2011-05-31,24.09000015258789
102,2011-06-01,24.0
103,2011-06-02,23.950000762939453
104,2011-06-03,23.780000686645508
105,2011-06-06,23.200000762939453
106,2011-06-07,23.0
107,2011-06-08,23.200000762939453
108,2011-06-09,23.700000762939453
109,2011-06-10,23.719999313354492
110,2011-06-13,23.329999923706055
111,2011-06-14,23.600000381469727
112,2011-06-15,23.299999237060547
113,2011-06-16,23.290000915527344
114,2011-06-17,23.239999771118164
115,2011-06-20,23.100000381469727
116,2011-06-21,23.239999771118164
117,2011-06-22,23.260000228881836
118,2011-06-24,22.8700008392334
119,2011-06-27,23.079999923706055
120,2011-06-28,23.450000762939453
121,2011-06-29,23.3799991607666
122,2011-06-30,23.719999313354492
123,2011-07-01,23.75
124,2011-07-04,23.799999237060547
125,2011-07-05,23.559999465942383
126,2011-07-06,23.510000228881836
127,2011-07-07,23.6299991607666
128,2011-07-08,23.440000534057617
129,2011-07-11,23.149999618530273
130,2011-07-12,23.1200008392334
131,2011-07-13,23.389999389648438
132,2011-07-14,22.950000762939453
133,2011-07-15,22.989999771118164
134,2011-07-18,22.760000228881836
135,2011-07-19,22.649999618530273
136,2011-07-20,22.3799991607666
137,2011-07-21,23.0
138,2011-07-22,22.969999313354492
139,2011-07-25,24.100000381469727
140,2011-07-26,23.65999984741211
141,2011-07-27,23.59000015258789
142,2011-07-28,23.5
143,2011-07-29,23.5
144,2011-08-01,23.5
145,2011-08-02,23.5
146,2011-08-03,23.5
147,2011-08-04,23.5
148,2011-08-05,23.5
149,2011-08-08,23.5
150,2011-08-09,23.5
151,2011-08-10,23.5
152,2011-08-11,23.5
153,2011-08-12,23.5
154,2011-08-15,23.5
155,2011-08-16,23.5
156,2011-08-17,20.8700008392334
157,2011-08-18,20.299999237060547
158,2011-08-19,19.700000762939453
159,2011-08-22,19.649999618530273
160,2011-08-23,20.15999984741211
161,2011-08-24,20.229999542236328
162,2011-08-25,19.860000610351562
163,2011-08-26,19.899999618530273
164,2011-08-29,20.489999771118164
165,2011-08-30,20.549999237060547
166,2011-08-31,20.799999237060547
167,2011-09-01,21.040000915527344
168,2011-09-02,20.3700008392334
169,2011-09-05,20.030000686645508
170,2011-09-06,20.469999313354492
171,2011-09-08,20.65999984741211
172,2011-09-09,20.149999618530273
173,2011-09-12,20.34000015258789
174,2011-09-13,20.31999969482422
175,2011-09-14,20.520000457763672
176,2011-09-15,20.549999237060547
177,2011-09-16,20.649999618530273
178,2011-09-19,20.799999237060547
179,2011-09-20,20.600000381469727
180,2011-09-21,20.600000381469727
181,2011-09-22,19.5
182,2011-09-23,19.15999984741211
183,2011-09-26,19.780000686645508
184,2011-09-27,19.549999237060547
185,2011-09-28,19.350000381469727
186,2011-09-29,19.399999618530273
187,2011-09-30,19.100000381469727
188,2011-10-03,18.40999984741211
189,2011-10-04,18.549999237060547
190,2011-10-05,18.209999084472656
191,2011-10-06,18.850000381469727
192,2011-10-07,18.299999237060547
193,2011-10-10,18.90999984741211
194,2011-10-11,19.15999984741211
195,2011-10-13,19.389999389648438
196,2011-10-14,19.639999389648438
197,2011-10-17,19.299999237060547
198,2011-10-18,19.299999237060547
199,2011-10-19,19.229999542236328
200,2011-10-20,18.81999969482422
201,2011-10-21,19.270000457763672
202,2011-10-24,19.270000457763672
203,2011-10-25,19.270000457763672
204,2011-10-26,19.270000457763672
205,2011-10-27,19.270000457763672
206,2011-10-28,20.940000534057617
207,2011-10-31,21.579999923706055
208,2011-11-01,21.1299991607666
209,2011-11-03,21.920000076293945
210,2011-11-04,22.100000381469727
211,2011-11-07,22.68000030517578
212,2011-11-08,22.40999984741211
213,2011-11-09,21.459999084472656
214,2011-11-10,21.459999084472656
215,2011-11-11,21.959999084472656
216,2011-11-14,21.920000076293945
217,2011-11-16,22.110000610351562
218,2011-11-17,21.520000457763672
219,2011-11-18,21.75
220,2011-11-21,21.799999237060547
221,2011-11-22,21.68000030517578
222,2011-11-23,21.56999969482422
223,2011-11-24,21.670000076293945
224,2011-11-25,21.010000228881836
225,2011-11-28,21.5
