,Date,USD/BRL
391,2012-07-03,2.0156
392,2012-07-04,2.0279
393,2012-07-05,2.0194
394,2012-07-06,2.0281
395,2012-07-09,2.0323
396,2012-07-10,2.0333
397,2012-07-11,2.0345
398,2012-07-12,2.0373
399,2012-07-13,2.037
400,2012-07-16,2.0347
401,2012-07-17,2.022
402,2012-07-18,2.0227
403,2012-07-19,2.0125
404,2012-07-20,2.0236
405,2012-07-23,2.0389
406,2012-07-24,2.0477
407,2012-07-25,2.0331
408,2012-07-26,2.0213
409,2012-07-27,2.0212
410,2012-07-30,2.0405
411,2012-07-31,2.0567
412,2012-08-01,2.0443
413,2012-08-02,2.0497
414,2012-08-03,2.0282
415,2012-08-06,2.0312
416,2012-08-07,2.0285
417,2012-08-08,2.0205
418,2012-08-09,2.013
419,2012-08-10,2.0149
420,2012-08-13,2.0204
421,2012-08-14,2.0266
422,2012-08-15,2.0225
423,2012-08-16,2.0168
424,2012-08-17,2.0155
425,2012-08-20,2.0168
426,2012-08-21,2.0158
427,2012-08-22,2.0165
428,2012-08-23,2.0237
429,2012-08-24,2.0271
430,2012-08-27,2.0342
431,2012-08-28,2.044
432,2012-08-29,2.05
433,2012-08-30,2.0488
434,2012-08-31,2.0293
435,2012-09-03,2.033
436,2012-09-04,2.0427
437,2012-09-05,2.0393
438,2012-09-06,2.0281
439,2012-09-07,2.0281
440,2012-09-10,2.0224
441,2012-09-11,2.0167
442,2012-09-12,2.0271
443,2012-09-13,2.0211
444,2012-09-14,2.0119
445,2012-09-17,2.0329
446,2012-09-18,2.0231
447,2012-09-19,2.0242
448,2012-09-20,2.0213
449,2012-09-21,2.0225
450,2012-09-24,2.0264
451,2012-09-25,2.0315
452,2012-09-26,2.0362
453,2012-09-27,2.0293
454,2012-09-28,2.0257
455,2012-10-01,2.0264
456,2012-10-02,2.0257
457,2012-10-03,2.022
458,2012-10-04,2.0177
459,2012-10-05,2.031
460,2012-10-08,2.0297
461,2012-10-09,2.0362
462,2012-10-10,2.0426
463,2012-10-11,2.0423
464,2012-10-12,2.0445
465,2012-10-15,2.0363
466,2012-10-16,2.033
467,2012-10-17,2.032
468,2012-10-18,2.0263
469,2012-10-19,2.0277
470,2012-10-22,2.0242
471,2012-10-23,2.027
472,2012-10-24,2.0252
473,2012-10-25,2.0252
474,2012-10-26,2.027
475,2012-10-29,2.0335
476,2012-10-30,2.0307
477,2012-10-31,2.0309
478,2012-11-01,2.031
479,2012-11-02,2.0316
480,2012-11-05,2.0353
481,2012-11-06,2.0321
482,2012-11-07,2.0337
483,2012-11-08,2.0404
484,2012-11-09,2.0463
485,2012-11-12,2.051
486,2012-11-13,2.0583
487,2012-11-14,2.0669
488,2012-11-15,2.0665
489,2012-11-16,2.0842
490,2012-11-19,2.0762
491,2012-11-20,2.0805
492,2012-11-21,2.0988
493,2012-11-22,2.1048
494,2012-11-23,2.0816
495,2012-11-26,2.083
496,2012-11-27,2.0842
497,2012-11-28,2.0928
498,2012-11-29,2.0987
499,2012-11-30,2.1361
500,2012-12-03,2.1193
501,2012-12-04,2.1197
502,2012-12-05,2.0878
503,2012-12-06,2.0774
504,2012-12-07,2.0747
505,2012-12-10,2.0768
506,2012-12-11,2.0787
507,2012-12-12,2.072
508,2012-12-13,2.0852
509,2012-12-14,2.0856
510,2012-12-17,2.0995
511,2012-12-18,2.089
512,2012-12-19,2.0716
513,2012-12-20,2.0694
514,2012-12-21,2.0783
515,2012-12-24,2.0783
516,2012-12-25,2.0783
517,2012-12-26,2.0491
518,2012-12-27,2.0434
519,2012-12-28,2.0475
520,2012-12-31,2.0485
521,2013-01-01,2.0485
522,2013-01-02,2.0452
523,2013-01-03,2.0459
524,2013-01-04,2.0347
525,2013-01-07,2.0267
526,2013-01-08,2.0415
527,2013-01-09,2.0381
528,2013-01-10,2.029
529,2013-01-11,2.0332
530,2013-01-14,2.0318
531,2013-01-15,2.0358
532,2013-01-16,2.0424
533,2013-01-17,2.0385
534,2013-01-18,2.0408
535,2013-01-21,2.0418
536,2013-01-22,2.0429
537,2013-01-23,2.0354
538,2013-01-24,2.03
539,2013-01-25,2.03
540,2013-01-28,1.9958
541,2013-01-29,1.9859
542,2013-01-30,1.9914
543,2013-01-31,1.9908
544,2013-02-01,1.9878
545,2013-02-04,1.996
546,2013-02-05,1.9845
547,2013-02-06,1.9903
548,2013-02-07,1.9667
549,2013-02-08,1.9732
550,2013-02-11,1.9728
551,2013-02-12,1.969
552,2013-02-13,1.9647
553,2013-02-14,1.9577
554,2013-02-15,1.9688
555,2013-02-18,1.9634
556,2013-02-19,1.9543
557,2013-02-20,1.9611
558,2013-02-21,1.9735
559,2013-02-22,1.9727
560,2013-02-25,1.983
561,2013-02-26,1.9825
562,2013-02-27,1.9732
563,2013-02-28,1.9803
564,2013-03-01,1.9792
565,2013-03-04,1.9708
566,2013-03-05,1.9644
567,2013-03-06,1.9708
568,2013-03-07,1.9607
569,2013-03-08,1.9447
570,2013-03-11,1.9567
571,2013-03-12,1.9647
572,2013-03-13,1.9723
573,2013-03-14,1.9717
574,2013-03-15,1.9817
575,2013-03-18,1.982
576,2013-03-19,1.9855
577,2013-03-20,1.9903
578,2013-03-21,2.0082
579,2013-03-22,2.0091
580,2013-03-25,2.0123
581,2013-03-26,2.0173
582,2013-03-27,2.011
583,2013-03-28,2.0224
584,2013-03-29,2.0242
585,2013-04-01,2.0205
586,2013-04-02,2.019
587,2013-04-03,2.0245
588,2013-04-04,2.0137
589,2013-04-05,1.986
590,2013-04-08,1.9922
591,2013-04-09,1.9811
592,2013-04-10,1.9743
593,2013-04-11,1.9737
594,2013-04-12,1.9695
595,2013-04-15,2.0012
596,2013-04-16,1.987
597,2013-04-17,2.0012
598,2013-04-18,2.0187
599,2013-04-19,2.0108
600,2013-04-22,2.0213
601,2013-04-23,2.0248
602,2013-04-24,2.0109
603,2013-04-25,2.0017
604,2013-04-26,1.9988
605,2013-04-29,2.0082
606,2013-04-30,2.0017
607,2013-05-01,2.0015
608,2013-05-02,2.0097
609,2013-05-03,2.0091
610,2013-05-06,2.0096
611,2013-05-07,2.0079
612,2013-05-08,2.0055
613,2013-05-09,2.0137
614,2013-05-10,2.0201
615,2013-05-13,2.0074
616,2013-05-14,2.0204
617,2013-05-15,2.0229
618,2013-05-16,2.0268
619,2013-05-17,2.0353
620,2013-05-20,2.0398
621,2013-05-21,2.0413
622,2013-05-22,2.049
623,2013-05-23,2.0442
624,2013-05-24,2.0518
625,2013-05-27,2.0545
626,2013-05-28,2.0757
627,2013-05-29,2.1106
628,2013-05-30,2.1103
629,2013-05-31,2.1423
630,2013-06-03,2.1243
631,2013-06-04,2.1258
632,2013-06-05,2.1288
633,2013-06-06,2.1304
634,2013-06-07,2.1321
635,2013-06-10,2.1466
636,2013-06-11,2.1323
637,2013-06-12,2.156
638,2013-06-13,2.1218
639,2013-06-14,2.1528
640,2013-06-17,2.1705
641,2013-06-18,2.181
642,2013-06-19,2.225
643,2013-06-20,2.2586
644,2013-06-21,2.242
645,2013-06-24,2.226
646,2013-06-25,2.2139
647,2013-06-26,2.187
648,2013-06-27,2.1989
649,2013-06-28,2.2321
650,2013-07-01,2.2283
651,2013-07-02,2.2546
652,2013-07-03,2.2681
653,2013-07-04,2.248
654,2013-07-05,2.2525
655,2013-07-08,2.2642
656,2013-07-09,2.2571
657,2013-07-10,2.2643
658,2013-07-11,2.2538
659,2013-07-12,2.2673
660,2013-07-15,2.2193
661,2013-07-16,2.2531
662,2013-07-17,2.2257
663,2013-07-18,2.2271
664,2013-07-19,2.2467
665,2013-07-22,2.2328
666,2013-07-23,2.2134
667,2013-07-24,2.2513
668,2013-07-25,2.2428
669,2013-07-26,2.2568
670,2013-07-29,2.2687
671,2013-07-30,2.2832
672,2013-07-31,2.2771
673,2013-08-01,2.3045
674,2013-08-02,2.2876
675,2013-08-05,2.3058
676,2013-08-06,2.2991
677,2013-08-07,2.314
678,2013-08-08,2.2844
679,2013-08-09,2.2717
680,2013-08-12,2.2873
681,2013-08-13,2.3138
682,2013-08-14,2.3244
683,2013-08-15,2.3407
684,2013-08-16,2.3925
685,2013-08-19,2.4129
686,2013-08-20,2.3936
687,2013-08-21,2.4524
688,2013-08-22,2.4348
689,2013-08-23,2.3486
690,2013-08-26,2.3792
691,2013-08-27,2.372
692,2013-08-28,2.3442
693,2013-08-29,2.3598
694,2013-08-30,2.3862
695,2013-09-02,2.378
696,2013-09-03,2.3585
697,2013-09-04,2.3605
698,2013-09-05,2.3249
699,2013-09-06,2.3066
700,2013-09-09,2.2763
701,2013-09-10,2.2836
702,2013-09-11,2.2772
703,2013-09-12,2.2752
704,2013-09-13,2.2803
705,2013-09-16,2.2843
706,2013-09-17,2.256
707,2013-09-18,2.1865
708,2013-09-19,2.2026
709,2013-09-20,2.2102
710,2013-09-23,2.1986
711,2013-09-24,2.201
712,2013-09-25,2.2324
713,2013-09-26,2.2459
714,2013-09-27,2.2523
715,2013-09-30,2.2162
716,2013-10-01,2.2157
717,2013-10-02,2.1914
718,2013-10-03,2.207
719,2013-10-04,2.212
720,2013-10-07,2.2047
721,2013-10-08,2.2115
722,2013-10-09,2.2075
723,2013-10-10,2.1799
724,2013-10-11,2.174
725,2013-10-14,2.1816
726,2013-10-15,2.1777
727,2013-10-16,2.1806
728,2013-10-17,2.1525
729,2013-10-18,2.1689
730,2013-10-21,2.1735
731,2013-10-22,2.1725
732,2013-10-23,2.1881
733,2013-10-24,2.204
734,2013-10-25,2.1877
735,2013-10-28,2.1805
736,2013-10-29,2.185
737,2013-10-30,2.184
738,2013-10-31,2.2401
739,2013-11-01,2.2567
740,2013-11-04,2.2458
741,2013-11-05,2.2823
742,2013-11-06,2.2855
743,2013-11-07,2.3058
744,2013-11-08,2.3142
745,2013-11-11,2.3308
746,2013-11-12,2.3333
747,2013-11-13,2.3335
748,2013-11-14,2.3137
749,2013-11-15,2.319
750,2013-11-18,2.2633
751,2013-11-19,2.2713
752,2013-11-20,2.2717
753,2013-11-21,2.3062
754,2013-11-22,2.2788
755,2013-11-25,2.2837
756,2013-11-26,2.2967
757,2013-11-27,2.33
758,2013-11-28,2.3176
759,2013-11-29,2.3358
760,2013-12-02,2.3559
761,2013-12-03,2.3758
762,2013-12-04,2.3914
763,2013-12-05,2.3612
764,2013-12-06,2.3267
765,2013-12-09,2.3197
766,2013-12-10,2.309
767,2013-12-11,2.3413
768,2013-12-12,2.3327
769,2013-12-13,2.33
770,2013-12-16,2.3278
771,2013-12-17,2.3194
772,2013-12-18,2.3262
773,2013-12-19,2.3535
774,2013-12-20,2.3876
775,2013-12-23,2.3571
776,2013-12-24,2.3573
777,2013-12-25,2.3571
778,2013-12-26,2.3518
779,2013-12-27,2.3384
780,2013-12-30,2.3621
781,2013-12-31,2.3621
782,2014-01-01,2.3621
783,2014-01-02,2.3876
784,2014-01-03,2.3765
785,2014-01-06,2.3761
786,2014-01-07,2.3725
787,2014-01-08,2.3967
788,2014-01-09,2.3904
789,2014-01-10,2.3584
790,2014-01-13,2.3598
791,2014-01-14,2.3503
792,2014-01-15,2.3605
793,2014-01-16,2.3636
794,2014-01-17,2.3426
795,2014-01-20,2.3442
796,2014-01-21,2.3575
797,2014-01-22,2.3731
798,2014-01-23,2.3959
799,2014-01-24,2.3982
800,2014-01-27,2.4215
801,2014-01-28,2.4263
802,2014-01-29,2.4352
803,2014-01-30,2.4118
804,2014-01-31,2.4127
805,2014-02-03,2.4402
806,2014-02-04,2.4055
807,2014-02-05,2.3986
808,2014-02-06,2.3825
809,2014-02-07,2.3802
810,2014-02-10,2.409
811,2014-02-11,2.4005
812,2014-02-12,2.4255
813,2014-02-13,2.3938
814,2014-02-14,2.3891
815,2014-02-17,2.39
816,2014-02-18,2.3955
817,2014-02-19,2.3942
818,2014-02-20,2.3704
819,2014-02-21,2.3456
820,2014-02-24,2.3392
821,2014-02-25,2.3411
822,2014-02-26,2.3497
823,2014-02-27,2.322
824,2014-02-28,2.3384
825,2014-03-03,2.3441
826,2014-03-04,2.3412
827,2014-03-05,2.3181
828,2014-03-06,2.3232
829,2014-03-07,2.3406
830,2014-03-10,2.3498
831,2014-03-11,2.3642
832,2014-03-12,2.3525
833,2014-03-13,2.3641
834,2014-03-14,2.3465
835,2014-03-17,2.3495
836,2014-03-18,2.3342
837,2014-03-19,2.3478
838,2014-03-20,2.3281
839,2014-03-21,2.3246
840,2014-03-24,2.3225
841,2014-03-25,2.3114
842,2014-03-26,2.3041
843,2014-03-27,2.2593
844,2014-03-28,2.2618
845,2014-03-31,2.2721
846,2014-04-01,2.2607
847,2014-04-02,2.2691
848,2014-04-03,2.2793
849,2014-04-04,2.236
850,2014-04-07,2.2189
851,2014-04-08,2.2012
852,2014-04-09,2.1856
853,2014-04-10,2.2067
854,2014-04-11,2.2184
855,2014-04-14,2.214
856,2014-04-15,2.2329
857,2014-04-16,2.2436
858,2014-04-17,2.2376
859,2014-04-18,2.2372
860,2014-04-21,2.237
861,2014-04-22,2.238
862,2014-04-23,2.2212
863,2014-04-24,2.2138
864,2014-04-25,2.2445
865,2014-04-28,2.2237
866,2014-04-29,2.2359
867,2014-04-30,2.233
868,2014-05-01,2.2335
869,2014-05-02,2.22
870,2014-05-05,2.2431
871,2014-05-06,2.2292
872,2014-05-07,2.2166
873,2014-05-08,2.2153
874,2014-05-09,2.2128
875,2014-05-12,2.2145
876,2014-05-13,2.2151
877,2014-05-14,2.2025
878,2014-05-15,2.2203
879,2014-05-16,2.2146
880,2014-05-19,2.2058
881,2014-05-20,2.2165
882,2014-05-21,2.2075
883,2014-05-22,2.2153
884,2014-05-23,2.2235
885,2014-05-26,2.2239
886,2014-05-27,2.2378
887,2014-05-28,2.2325
888,2014-05-29,2.2252
889,2014-05-30,2.2408
890,2014-06-02,2.2769
891,2014-06-03,2.2805
892,2014-06-04,2.2781
893,2014-06-05,2.2617
894,2014-06-06,2.2475
895,2014-06-09,2.2277
896,2014-06-10,2.2225
897,2014-06-11,2.2335
898,2014-06-12,2.23
899,2014-06-13,2.2241
900,2014-06-16,2.2343
901,2014-06-17,2.2618
902,2014-06-18,2.228
903,2014-06-19,2.2225
904,2014-06-20,2.2295
905,2014-06-23,2.218
906,2014-06-24,2.2252
907,2014-06-25,2.2078
908,2014-06-26,2.1969
909,2014-06-27,2.194
910,2014-06-30,2.2143
911,2014-07-01,2.2018
912,2014-07-02,2.2252
913,2014-07-03,2.2103
914,2014-07-04,2.2132
915,2014-07-07,2.224
916,2014-07-08,2.2123
917,2014-07-09,2.2123
918,2014-07-10,2.2192
919,2014-07-11,2.2208
920,2014-07-14,2.2107
921,2014-07-15,2.2199
922,2014-07-16,2.2238
923,2014-07-17,2.2582
924,2014-07-18,2.2255
925,2014-07-21,2.22
926,2014-07-22,2.213
927,2014-07-23,2.2182
928,2014-07-24,2.2228
929,2014-07-25,2.229
930,2014-07-28,2.2222
931,2014-07-29,2.2305
932,2014-07-30,2.2454
933,2014-07-31,2.2639
934,2014-08-01,2.2574
935,2014-08-04,2.2584
936,2014-08-05,2.2818
937,2014-08-06,2.2738
938,2014-08-07,2.2957
939,2014-08-08,2.2812
940,2014-08-11,2.2755
941,2014-08-12,2.2767
942,2014-08-13,2.2803
943,2014-08-14,2.2666
944,2014-08-15,2.2598
945,2014-08-18,2.2576
946,2014-08-19,2.2467
947,2014-08-20,2.2623
948,2014-08-21,2.2687
949,2014-08-22,2.2778
950,2014-08-25,2.2883
951,2014-08-26,2.2618
952,2014-08-27,2.2471
953,2014-08-28,2.2415
954,2014-08-29,2.236
955,2014-09-01,2.2458
956,2014-09-02,2.2435
957,2014-09-03,2.237
958,2014-09-04,2.2431
959,2014-09-05,2.2405
960,2014-09-08,2.2677
961,2014-09-09,2.2868
962,2014-09-10,2.2885
963,2014-09-11,2.298
964,2014-09-12,2.3392
965,2014-09-15,2.3427
966,2014-09-16,2.3325
967,2014-09-17,2.3583
968,2014-09-18,2.3646
969,2014-09-19,2.3682
970,2014-09-22,2.3984
971,2014-09-23,2.4118
972,2014-09-24,2.3836
973,2014-09-25,2.4283
974,2014-09-26,2.42
975,2014-09-29,2.447
976,2014-09-30,2.4462
977,2014-10-01,2.4815
978,2014-10-02,2.4952
979,2014-10-03,2.4588
980,2014-10-06,2.4238
981,2014-10-07,2.3961
982,2014-10-08,2.3769
983,2014-10-09,2.3982
984,2014-10-10,2.4295
985,2014-10-13,2.3942
986,2014-10-14,2.4002
987,2014-10-15,2.4583
988,2014-10-16,2.4728
989,2014-10-17,2.4356
990,2014-10-20,2.4652
991,2014-10-21,2.4809
992,2014-10-22,2.4873
993,2014-10-23,2.4988
994,2014-10-24,2.4739
995,2014-10-27,2.5226
996,2014-10-28,2.4613
997,2014-10-29,2.4612
998,2014-10-30,2.4036
999,2014-10-31,2.4783
1000,2014-11-03,2.4966
1001,2014-11-04,2.497
1002,2014-11-05,2.5049
1003,2014-11-06,2.5697
1004,2014-11-07,2.5587
1005,2014-11-10,2.5528
1006,2014-11-11,2.5575
1007,2014-11-12,2.5665
1008,2014-11-13,2.5889
1009,2014-11-14,2.6018
1010,2014-11-17,2.6081
1011,2014-11-18,2.5825
1012,2014-11-19,2.572
1013,2014-11-20,2.5731
1014,2014-11-21,2.5153
1015,2014-11-24,2.5457
1016,2014-11-25,2.5303
1017,2014-11-26,2.5011
1018,2014-11-27,2.5304
1019,2014-11-28,2.5659
1020,2014-12-01,2.56
1021,2014-12-02,2.5682
1022,2014-12-03,2.5525
1023,2014-12-04,2.5915
1024,2014-12-05,2.5895
1025,2014-12-08,2.6004
1026,2014-12-09,2.593
1027,2014-12-10,2.6162
1028,2014-12-11,2.6498
1029,2014-12-12,2.6545
1030,2014-12-15,2.6955
1031,2014-12-16,2.7384
1032,2014-12-17,2.7154
1033,2014-12-18,2.6625
1034,2014-12-19,2.6598
1035,2014-12-22,2.6645
1036,2014-12-23,2.6946
1037,2014-12-24,2.6955
1038,2014-12-25,2.6957
1039,2014-12-26,2.6685
1040,2014-12-29,2.7027
1041,2014-12-30,2.6575
1042,2014-12-31,2.6575
1043,2015-01-01,2.6575
1044,2015-01-02,2.6941
1045,2015-01-05,2.7064
1046,2015-01-06,2.7001
1047,2015-01-07,2.6835
1048,2015-01-08,2.663
1049,2015-01-09,2.6301
1050,2015-01-12,2.6734
1051,2015-01-13,2.643
1052,2015-01-14,2.6159
1053,2015-01-15,2.6422
1054,2015-01-16,2.621
1055,2015-01-19,2.6517
1056,2015-01-20,2.6138
1057,2015-01-21,2.6005
1058,2015-01-22,2.5745
1059,2015-01-23,2.5797
1060,2015-01-26,2.5835
1061,2015-01-27,2.5724
1062,2015-01-28,2.5764
1063,2015-01-29,2.6035
1064,2015-01-30,2.6824
1065,2015-02-02,2.7271
1066,2015-02-03,2.6945
1067,2015-02-04,2.7418
1068,2015-02-05,2.7451
1069,2015-02-06,2.7825
1070,2015-02-09,2.7698
1071,2015-02-10,2.8343
1072,2015-02-11,2.8693
1073,2015-02-12,2.821
1074,2015-02-13,2.8346
1075,2015-02-16,2.8346
1076,2015-02-17,2.8296
1077,2015-02-18,2.8374
1078,2015-02-19,2.8665
1079,2015-02-20,2.868
1080,2015-02-23,2.8788
1081,2015-02-24,2.833
1082,2015-02-25,2.875
1083,2015-02-26,2.9085
1084,2015-02-27,2.839
1085,2015-03-02,2.8965
1086,2015-03-03,2.9311
1087,2015-03-04,2.9766
1088,2015-03-05,3.0035
1089,2015-03-06,3.0617
1090,2015-03-09,3.1223
1091,2015-03-10,3.1022
1092,2015-03-11,3.1257
1093,2015-03-12,3.1661
1094,2015-03-13,3.2492
1095,2015-03-16,3.2488
1096,2015-03-17,3.2395
1097,2015-03-18,3.2097
1098,2015-03-19,3.2921
1099,2015-03-20,3.2293
1100,2015-03-23,3.1322
1101,2015-03-24,3.1398
1102,2015-03-25,3.2012
1103,2015-03-26,3.1828
1104,2015-03-27,3.2496
1105,2015-03-30,3.2306
1106,2015-03-31,3.1958
1107,2015-04-01,3.1655
1108,2015-04-02,3.1205
1109,2015-04-03,3.121
1110,2015-04-06,3.1263
1111,2015-04-07,3.1288
1112,2015-04-08,3.0495
1113,2015-04-09,3.0591
1114,2015-04-10,3.0756
1115,2015-04-13,3.1212
1116,2015-04-14,3.0634
1117,2015-04-15,3.0294
1118,2015-04-16,3.0221
1119,2015-04-17,3.0409
1120,2015-04-20,3.033
1121,2015-04-21,3.034
1122,2015-04-22,3.0113
1123,2015-04-23,2.9707
1124,2015-04-24,2.9517
1125,2015-04-27,2.9173
1126,2015-04-28,2.9364
1127,2015-04-29,2.9612
1128,2015-04-30,3.0145
1129,2015-05-01,3.0146
1130,2015-05-04,3.0864
1131,2015-05-05,3.0536
1132,2015-05-06,3.0333
1133,2015-05-07,3.026
1134,2015-05-08,2.9733
1135,2015-05-11,3.0614
1136,2015-05-12,3.0206
1137,2015-05-13,3.0403
1138,2015-05-14,2.9935
1139,2015-05-15,2.9972
1140,2015-05-18,3.0076
1141,2015-05-19,3.0394
1142,2015-05-20,3.0027
1143,2015-05-21,3.0379
1144,2015-05-22,3.0949
1145,2015-05-25,3.0968
1146,2015-05-26,3.1536
1147,2015-05-27,3.1409
1148,2015-05-28,3.1624
1149,2015-05-29,3.1798
1150,2015-06-01,3.1718
1151,2015-06-02,3.1306
1152,2015-06-03,3.1345
1153,2015-06-04,3.1418
1154,2015-06-05,3.1439
1155,2015-06-08,3.1132
1156,2015-06-09,3.0966
1157,2015-06-10,3.1187
1158,2015-06-11,3.0896
1159,2015-06-12,3.1185
1160,2015-06-15,3.13
1161,2015-06-16,3.0885
1162,2015-06-17,3.057
1163,2015-06-18,3.0605
1164,2015-06-19,3.0976
1165,2015-06-22,3.0814
1166,2015-06-23,3.076
1167,2015-06-24,3.0979
1168,2015-06-25,3.1277
1169,2015-06-26,3.1295
1170,2015-06-29,3.1178
1171,2015-06-30,3.103
1172,2015-07-01,3.1498
1173,2015-07-02,3.0967
1174,2015-07-03,3.1347
1175,2015-07-06,3.1391
1176,2015-07-07,3.1867
1177,2015-07-08,3.2346
1178,2015-07-09,3.2203
1179,2015-07-10,3.1593
1180,2015-07-13,3.1348
1181,2015-07-14,3.1399
1182,2015-07-15,3.1391
1183,2015-07-16,3.1587
1184,2015-07-17,3.1881
1185,2015-07-20,3.1981
1186,2015-07-21,3.1717
1187,2015-07-22,3.2239
1188,2015-07-23,3.286
1189,2015-07-24,3.3556
1190,2015-07-27,3.364
1191,2015-07-28,3.3577
1192,2015-07-29,3.3308
1193,2015-07-30,3.3715
1194,2015-07-31,3.4212
1195,2015-08-03,3.4514
1196,2015-08-04,3.4712
1197,2015-08-05,3.4867
1198,2015-08-06,3.5361
1199,2015-08-07,3.5071
1200,2015-08-10,3.4345
1201,2015-08-11,3.475
1202,2015-08-12,3.481
1203,2015-08-13,3.5194
1204,2015-08-14,3.4845
1205,2015-08-17,3.4812
1206,2015-08-18,3.4681
1207,2015-08-19,3.4932
1208,2015-08-20,3.457
1209,2015-08-21,3.5007
1210,2015-08-24,3.5534
1211,2015-08-25,3.6175
1212,2015-08-26,3.5963
1213,2015-08-27,3.551
1214,2015-08-28,3.5823
1215,2015-08-31,3.6193
1216,2015-09-01,3.702
1217,2015-09-02,3.7591
1218,2015-09-03,3.738
1219,2015-09-04,3.8442
1220,2015-09-07,3.8387
1221,2015-09-08,3.82
1222,2015-09-09,3.7783
1223,2015-09-10,3.8498
1224,2015-09-11,3.8705
1225,2015-09-14,3.815
1226,2015-09-15,3.8634
1227,2015-09-16,3.8289
1228,2015-09-17,3.899
1229,2015-09-18,3.9459
1230,2015-09-21,3.9857
1231,2015-09-22,4.0497
1232,2015-09-23,4.178
1233,2015-09-24,3.9368
1234,2015-09-25,3.9777
1235,2015-09-28,4.1083
1236,2015-09-29,4.0634
1237,2015-09-30,3.9491
1238,2015-10-01,4.01
1239,2015-10-02,3.9331
1240,2015-10-05,3.912
1241,2015-10-06,3.8539
1242,2015-10-07,3.8838
1243,2015-10-08,3.7839
1244,2015-10-09,3.766
1245,2015-10-12,3.7639
1246,2015-10-13,3.8937
1247,2015-10-14,3.8119
1248,2015-10-15,3.8032
1249,2015-10-16,3.9245
1250,2015-10-19,3.8857
1251,2015-10-20,3.9073
1252,2015-10-21,3.9414
1253,2015-10-22,3.9088
1254,2015-10-23,3.8807
1255,2015-10-26,3.906
1256,2015-10-27,3.8883
1257,2015-10-28,3.9094
1258,2015-10-29,3.8509
1259,2015-10-30,3.8564
1260,2015-11-02,3.8507
1261,2015-11-03,3.7712
1262,2015-11-04,3.8003
1263,2015-11-05,3.7813
1264,2015-11-06,3.7713
1265,2015-11-09,3.799
1266,2015-11-10,3.751
1267,2015-11-11,3.7639
1268,2015-11-12,3.771
1269,2015-11-13,3.8456
1270,2015-11-16,3.8194
1271,2015-11-17,3.8105
1272,2015-11-18,3.7668
1273,2015-11-19,3.7181
1274,2015-11-20,3.7052
1275,2015-11-23,3.733
1276,2015-11-24,3.7
1277,2015-11-25,3.7425
1278,2015-11-26,3.7431
1279,2015-11-27,3.8464
1280,2015-11-30,3.869
1281,2015-12-01,3.8575
1282,2015-12-02,3.8352
1283,2015-12-03,3.7596
1284,2015-12-04,3.7521
1285,2015-12-07,3.7681
1286,2015-12-08,3.7962
1287,2015-12-09,3.7502
1288,2015-12-10,3.8126
1289,2015-12-11,3.873
1290,2015-12-14,3.8779
1291,2015-12-15,3.873
1292,2015-12-16,3.8848
1293,2015-12-17,3.8796
1294,2015-12-18,3.9824
1295,2015-12-21,4.0134
1296,2015-12-22,3.9899
1297,2015-12-23,3.9419
1298,2015-12-24,3.953
1299,2015-12-25,3.9463
1300,2015-12-28,3.8586
1301,2015-12-29,3.8655
1302,2015-12-30,3.9608
1303,2015-12-31,3.9608
1304,2016-01-01,3.9608
1305,2016-01-04,4.0402
1306,2016-01-05,4.0077
1307,2016-01-06,4.0244
1308,2016-01-07,4.0448
1309,2016-01-08,4.0245
1310,2016-01-11,4.0537
1311,2016-01-12,4.029
1312,2016-01-13,4.0158
1313,2016-01-14,3.9996
1314,2016-01-15,4.0479
1315,2016-01-18,4.0557
1316,2016-01-19,4.0626
1317,2016-01-20,4.0971
1318,2016-01-21,4.1575
1319,2016-01-22,4.0945
1320,2016-01-25,4.0903
1321,2016-01-26,4.0536
1322,2016-01-27,4.1077
1323,2016-01-28,4.0699
1324,2016-01-29,3.9988
1325,2016-02-01,3.9629
1326,2016-02-02,3.9895
1327,2016-02-03,3.8954
1328,2016-02-04,3.8897
1329,2016-02-05,3.9035
1330,2016-02-08,3.8954
1331,2016-02-09,3.8856
1332,2016-02-10,3.9285
1333,2016-02-11,3.9946
1334,2016-02-12,4.0027
1335,2016-02-15,4.006
1336,2016-02-16,4.0723
1337,2016-02-17,3.9851
1338,2016-02-18,4.0284
1339,2016-02-19,4.0214
1340,2016-02-22,3.9473
1341,2016-02-23,3.9569
1342,2016-02-24,3.9591
1343,2016-02-25,3.956
1344,2016-02-26,3.9933
1345,2016-02-29,4.0171
1346,2016-03-01,3.9275
1347,2016-03-02,3.8932
1348,2016-03-03,3.7991
1349,2016-03-04,3.7593
1350,2016-03-07,3.783
1351,2016-03-08,3.7556
1352,2016-03-09,3.6849
1353,2016-03-10,3.6215
1354,2016-03-11,3.582
1355,2016-03-14,3.6618
1356,2016-03-15,3.7656
1357,2016-03-16,3.7422
1358,2016-03-17,3.6267
1359,2016-03-18,3.624
1360,2016-03-21,3.6178
1361,2016-03-22,3.5812
1362,2016-03-23,3.6854
1363,2016-03-24,3.6771
1364,2016-03-25,3.6835
1365,2016-03-28,3.6278
1366,2016-03-29,3.6386
1367,2016-03-30,3.6002
1368,2016-03-31,3.5935
1369,2016-04-01,3.5538
1370,2016-04-04,3.624
1371,2016-04-05,3.6805
