DATAS,y_REAL,y_ARIMA_1,y_ARIMA_2,y_VAR_1,y_VAR_2,y_LSTM_1,y_LSTM_2
2021-07-22,6.074986301369863,5.831846042811632,5.8334181307655975,5.832797558697532,5.822840253151047,5.917336,5.832247
2021-07-26,5.928094117647059,5.871077025451763,5.8715073303399645,5.867152279908144,5.874476112066374,5.8888993,5.826545
2021-07-27,5.855166666666666,5.870390494019178,5.874758689089121,5.892448663870459,5.888922288842728,5.9487195,5.8815994
2021-07-28,5.835186379928316,5.876376001309277,5.869999173355724,5.887851197997439,5.882898944679274,6.0412564,5.9448376
2021-07-29,5.803652173913044,5.907436657357225,5.909270780534794,5.926936600500848,5.918628637065862,5.941709,5.858456
2021-07-30,6.136333333333333,5.884695457547693,5.892112205720565,5.906651809565711,5.902383043013209,5.8922763,5.8149896
2021-08-02,5.892320512820512,5.89863436594315,5.889339059874875,5.904090270634798,5.899911160802065,5.9407473,5.8760757
2021-08-03,5.792794303797468,5.898238583454167,5.898975734581523,5.917289676243815,5.901843529000368,6.007216,5.921361
2021-08-04,5.773646428571429,5.898092150395275,5.902064404251171,5.92642138708557,5.906929318938125,6.066695,5.9488673
2021-08-05,6.068738095238095,5.909742189423574,5.910948358425864,5.897883069236593,5.912050084922538,5.9121428,5.823226
2021-08-09,5.821836477987421,5.901801648308695,5.903319470060515,5.920775475709441,5.918115561927662,5.9234996,5.849679
2021-08-10,5.8690736196319016,5.872462151282986,5.867724802749681,5.833391886458408,5.860777462772904,5.970372,5.8868947
2021-08-11,5.682364754098361,5.874512331389933,5.874929391381934,5.899870355870114,5.874196560591646,6.0273614,5.925229
2021-08-12,6.129392857142857,5.875097109329806,5.882835827642783,5.860285166845621,5.87547274095333,5.8886366,5.8018312
2021-08-13,6.031117647058824,5.879452874994036,5.878665662913085,5.894138360789693,5.895221736063749,5.9399414,5.8624206
2021-08-16,5.999216981132076,5.896551825891127,5.886998037157798,5.90173066998312,5.899245989726992,5.9954524,5.923341
2021-08-17,5.939764258555133,5.914358585128064,5.916431683470806,5.931321745176969,5.9279861419735385,6.161409,6.053364
2021-08-18,5.824033112582781,5.976886375783503,5.979159315499148,6.008887535358898,5.991803384558204,6.089003,5.991345
2021-08-19,6.078146341463415,5.967400294129663,5.97244302726974,6.016411587189383,5.994993035428837,6.0312834,5.932794
2021-08-23,6.013195238095238,5.970505117565401,5.962258106173997,5.983012466295085,5.974958556005866,6.020438,5.932206
2021-08-24,6.089497907949792,5.963207151529631,5.965343970399966,5.984690514680411,5.96606521582573,6.0466423,5.9609413
2021-08-25,6.051367647058823,5.973721281137231,5.97815385779667,5.987382997303424,5.976207668031695,6.155322,6.0515003
2021-08-26,5.7302884615384615,6.016632204617432,6.016852028289176,6.041234623948431,6.028952338239995,6.141099,6.0414867
2021-08-30,6.031901234567901,5.993111324867664,5.997062453660712,6.021845999067948,6.011935446155295,6.092842,5.9804516
2021-08-31,6.040056818181818,5.996538444393116,5.9931083216528895,6.0240332218130055,6.002857515309957,6.022881,5.9255404
2021-09-01,6.052577777777778,5.983494515921086,5.987503420636135,6.006351194981735,5.9848951690189125,5.980111,5.9076777
2021-09-02,5.870485294117647,5.960443559628102,5.960074218303318,5.997930950143313,5.959946648041514,6.1287403,6.028975
2021-09-06,6.1174670846394985,5.976137312187902,5.974296282596837,5.983948225080631,5.972575174453175,6.0973687,5.9935956
2021-09-08,6.0515355805243445,6.005802168041451,6.011547619908149,6.059906323458213,6.024838937712518,6.0799346,5.994318
2021-09-13,6.077222826086957,6.014760157149627,6.011522605419892,6.039393488808631,6.028907781244165,6.0728188,5.9968376
2021-09-14,6.135904564315353,6.014074323784935,6.007761181909499,6.048857086541422,6.023489829312148,6.173353,6.074784
2021-09-15,6.014267605633803,6.056593106661153,6.0582482991636,6.075947263124273,6.064262412414535,6.1673803,6.072259
2021-09-16,6.266951612903226,6.062164178218892,6.0687058927316,6.094412102116019,6.084758985008374,6.1730905,6.0728874
2021-09-17,6.053090909090909,6.095197006406975,6.089281134631881,6.119239458990293,6.107887947999598,6.212282,6.113757
2021-09-20,6.15417730496454,6.104263434337208,6.1058246457183305,6.13918242937517,6.118751550514466,6.2023897,6.1046944
2021-09-21,6.070937716262976,6.110439402609551,6.113675329698509,6.146252000515499,6.123500443825113,6.2666717,6.1523323
2021-09-22,6.031897119341564,6.1289640751379695,6.129978118772709,6.149769934492177,6.136403607979706,6.186618,6.085787
2021-09-23,6.1271510791366905,6.1032659750828815,6.107442046927085,6.128504405150194,6.114401541045174,6.1961994,6.0860577
2021-09-27,6.099133116883117,6.102760584165387,6.100659615003152,6.0951778156559335,6.097666696696616,6.165892,6.0636754
2021-09-28,6.026766447368421,6.091251414050837,6.095463493821551,6.096235409987714,6.098043628435959,6.1828394,6.076791
2021-09-29,6.0777265917603,6.077365769643564,6.078005202466012,6.078831718942605,6.076596593970707,6.2077928,6.0880713
2021-09-30,6.255261627906976,6.082861075259082,6.081781419470435,6.0922571433106665,6.087829888969031,6.184393,6.065189
2021-10-04,6.0664306569343065,6.100792027209608,6.101915815505474,6.111849795809942,6.113638728179209,6.207465,6.0979037
2021-10-05,6.051616797900263,6.096108182785452,6.094008339184223,6.113029083145561,6.10387997057469,6.2622128,6.1338058
2021-10-06,6.193776951672862,6.103037601864914,6.099776414087782,6.101463659471243,6.106889126786282,6.279958,6.1350102
2021-10-07,6.234677419354839,6.131302901108346,6.134530368415823,6.155917506320666,6.145263547129229,6.213949,6.093907
2021-10-08,5.9305,6.131356662954532,6.132372158679982,6.160411945946951,6.150968521434407,6.2692385,6.1480374
2021-10-11,6.282591029023746,6.109113265651223,6.103839860368702,6.113059923482382,6.105889320412692,6.288616,6.1440763
2021-10-13,6.4172416918429,6.142664497000093,6.145077241796392,6.163906368776324,6.150744074200721,6.2747808,6.1388383
2021-10-14,6.283417177914111,6.180771986433329,6.186711262401277,6.211232622333268,6.201450208835218,6.2893744,6.176612
2021-10-15,6.4630833333333335,6.186789393470258,6.18023238274897,6.214488811715522,6.205334526283405,6.478268,6.324855
2021-10-18,6.433046610169492,6.275591819645152,6.269795230128528,6.305805933917676,6.291278270540958,6.5293455,6.3714814
2021-10-19,6.406213808463251,6.3423664036488745,6.353525025019054,6.39944443621101,6.383346877935033,6.52567,6.3755918
2021-10-20,6.413776923076924,6.367393164568355,6.363962058758076,6.418111235920665,6.398324254801776,6.5955505,6.4281173
2021-10-21,6.222137931034483,6.40202993635265,6.397622867264422,6.450893974245152,6.4168616176292455,6.5782514,6.4107704
2021-10-22,6.17425,6.386460069017792,6.398921529972306,6.416728750464014,6.401611252972904,6.532156,6.359253
2021-10-25,6.359257510729615,6.348977870995268,6.353529011068311,6.385964398706488,6.350021108891935,6.4559073,6.285648
2021-10-26,6.506269662921349,6.328242507868637,6.328355175196671,6.334645902055432,6.321699117733211,6.3890333,6.2391562
2021-10-27,6.718262711864407,6.317961956990724,6.32253825292665,6.319612847078004,6.315934145217893,6.464509,6.3186617
2021-10-28,6.730771276595744,6.37062334564015,6.367402276009968,6.393034108840729,6.37516854612535,6.6475863,6.4880652
2021-11-01,6.731477987421384,6.469389221785149,6.466512969989065,6.491901609776789,6.499248271464476,6.8007736,6.6190076
2021-11-03,6.71804834605598,6.570430521520255,6.571662620090841,6.62393165562544,6.616732621328771,6.892853,6.703427
2021-11-04,6.840620155038759,6.652660316402683,6.649899070407696,6.732524222336868,6.696751960147446,6.8769603,6.68964
2021-11-05,6.56525,6.71251838102225,6.710028879829503,6.777579343118068,6.752801578806869,6.8844223,6.698688
2021-11-08,6.77677508650519,6.7058744795980765,6.705777112747629,6.749325124852547,6.726332769755882,6.858643,6.669617
2021-11-09,6.802895833333333,6.721311867932798,6.722494662861994,6.767699034727828,6.730854762359348,6.8619256,6.6714854
2021-11-10,6.793185941043084,6.739499075096497,6.746043420753517,6.76229188611216,6.751517799200488,6.816027,6.6458507
2021-11-11,6.655361111111111,6.730429634199399,6.734214787538623,6.759306579646287,6.741804039646112,6.9205694,6.7276754
2021-11-16,6.783367816091954,6.741202420642145,6.738166436078676,6.757571777676727,6.743483993998658,6.8954043,6.700362
2021-11-17,6.755802857142857,6.755799688416404,6.763513771960906,6.772902327456936,6.770155175239784,6.8677235,6.6816125
2021-11-18,6.7894848484848485,6.752531720861449,6.753512927222151,6.757903293028807,6.7609377985549575,6.8443108,6.66888
2021-11-19,6.863862068965517,6.746265708387588,6.740792247565616,6.776448919746824,6.752287573110609,6.903238,6.715433
2021-11-22,6.666490990990991,6.775125662966893,6.775610382351908,6.763677524487219,6.77649721684464,6.9197445,6.735152
2021-11-23,6.7481720430107535,6.766426012654496,6.772394892721527,6.794531835844119,6.780706798025857,6.922327,6.7270374
2021-11-24,6.767308707124011,6.769519877372761,6.76586581299046,6.779301394281505,6.776049196648162,6.905133,6.707706
2021-11-25,6.921425531914894,6.769985116235565,6.769989020406003,6.767325993752779,6.776317987665874,6.8495665,6.6679444
2021-11-29,6.857993421052631,6.773038224829651,6.774854154422283,6.785765978378024,6.784130047644387,6.929227,6.738516
2021-11-30,6.683708695652173,6.79512518266832,6.792081607349124,6.77807898033541,6.794912510505855,6.976715,6.781465
2021-12-01,6.811470430107527,6.795341429155326,6.7982442401111465,6.798518990229019,6.808897157565276,6.9801474,6.7768397
2021-12-02,6.561680628272251,6.815306266543832,6.816097465108481,6.813576094888995,6.818896023401748,6.930941,6.7281423
2021-12-03,7.22,6.768644341726877,6.770024182914581,6.795124029931733,6.770926453632609,6.8634915,6.670596
2021-12-06,6.647192660550458,6.804518217394269,6.799190581406264,6.821997968559315,6.807178460836456,6.9855876,6.808756
2021-12-07,6.820454873646209,6.797363029779378,6.800719616264972,6.8068459414852045,6.802035489419369,6.9896736,6.803903
2021-12-08,6.697045130641331,6.794641734787946,6.796454826390001,6.855697198816962,6.807021746957478,7.1330304,6.8938503
2021-12-09,6.690621621621622,6.837155363604925,6.834414360009514,6.876654710200895,6.846598914387188,6.8987603,6.710101
2021-12-13,6.640322429906542,6.77197287565249,6.779111703574188,6.815879064338493,6.794499579741935,6.931961,6.7308483
2021-12-14,6.767428961748633,6.741641345146173,6.729871861948949,6.732388432360021,6.719718767079576,6.8616123,6.6728144
2021-12-15,6.705275985663082,6.721410726271934,6.728613749451848,6.748764637712467,6.71810518201856,6.8705664,6.68459
2021-12-16,6.487106951871658,6.70912345404707,6.713112721166494,6.725431614569992,6.705583966578399,6.8826246,6.694458
2021-12-20,6.568397435897436,6.671984410336137,6.667586750038919,6.674117164612523,6.669634320996309,6.8742156,6.669233
2021-12-21,6.6940965250965245,6.656617082339567,6.655060771238861,6.677649806347567,6.651308843355411,6.7806005,6.591913
2021-12-22,6.63928,6.641809294798326,6.644070076655305,6.678927850827122,6.649707464478069,6.7346444,6.5681753
2021-12-23,6.6466257309941525,6.61244000500639,6.60745535032195,6.631002552050624,6.603598703742279,6.8076115,6.627382
2021-12-27,6.56043492063492,6.620780793181493,6.615994320824763,6.6457900071689,6.620816579427056,6.850575,6.656893
2021-12-28,6.611237960339943,6.629180142140851,6.63251172147065,6.662279590991491,6.639799119620376,6.809124,6.617785
