,Date,Fuel_Price
0,2015-01-06,2.840470238095238
1,2015-01-07,2.8503896103896103
2,2015-01-08,2.898576923076923
3,2015-01-13,2.798
4,2015-01-14,2.860380403458213
5,2015-01-20,2.896918367346939
6,2015-01-21,2.9089241071428575
7,2015-01-22,2.9250714285714285
8,2015-01-27,2.901536082474227
9,2015-01-28,2.8855816993464054
10,2015-01-29,2.999
11,2015-02-02,3.055
12,2015-02-03,3.028425
13,2015-02-04,3.0568416666666667
14,2015-02-05,3.068216216216216
15,2015-02-10,3.0914470588235297
16,2015-02-11,3.099493392070485
17,2015-02-12,3.1395263157894737
18,2015-02-16,3.1574791666666666
19,2015-02-18,3.0897878787878787
20,2015-02-19,3.1434356435643567
21,2015-02-23,3.0962166666666664
22,2015-02-24,3.1173246753246753
23,2015-02-25,3.1078432835820897
24,2015-02-26,2.979
25,2015-03-02,3.0906581196581198
26,2015-03-03,3.141168831168831
27,2015-03-04,3.082909090909091
28,2015-03-05,3.1244701492537312
29,2015-03-09,3.1207029702970295
30,2015-03-10,3.1109911504424774
31,2015-03-11,3.1490983606557377
32,2015-03-12,3.254226666666667
33,2015-03-16,3.0843076923076924
34,2015-03-18,3.107553333333333
35,2015-03-19,3.148831081081081
36,2015-03-23,3.116126213592233
37,2015-03-24,3.0660879120879123
38,2015-03-25,3.12295
39,2015-03-26,3.1529264705882354
40,2015-03-30,3.0611176470588233
41,2015-03-31,3.072383116883117
42,2015-04-01,3.2153103448275866
43,2015-04-06,3.084395348837209
44,2015-04-07,3.069691275167785
45,2015-04-08,3.110208791208791
46,2015-04-09,3.1469166666666664
47,2015-04-13,3.05936
48,2015-04-14,3.107620253164557
49,2015-04-15,3.0923229813664594
50,2015-04-16,3.0315
51,2015-04-20,3.0465581395348837
52,2015-04-22,3.1028697068403908
53,2015-04-27,3.062846153846154
54,2015-04-28,3.06878231292517
55,2015-04-29,3.1131229946524064
56,2015-05-04,3.06990625
57,2015-05-05,3.0517517730496455
58,2015-05-06,3.449
59,2015-05-07,3.1241408450704222
60,2015-05-11,3.0864807692307696
61,2015-05-12,3.0435374149659866
62,2015-05-13,2.999
63,2015-05-14,3.10548322147651
64,2015-05-18,3.1008024691358025
65,2015-05-19,3.0674466019417475
66,2015-05-20,3.1140961538461536
67,2015-05-21,3.1913893805309734
68,2015-05-25,3.166283783783784
69,2015-05-26,3.0339144736842107
70,2015-05-27,3.045
71,2015-05-28,3.203575
72,2015-06-01,3.0394444444444444
73,2015-06-02,3.0292890625
74,2015-06-03,3.1016342857142862
75,2015-06-08,3.0502448979591836
76,2015-06-09,3.053074626865672
77,2015-06-10,3.1083333333333334
78,2015-06-11,3.093337931034483
79,2015-06-16,3.0552222222222225
80,2015-06-17,3.1711398601398604
81,2015-06-18,3.1146625
82,2015-06-22,3.0116525423728815
83,2015-06-23,3.007823529411765
84,2015-06-24,3.043117647058824
85,2015-06-25,3.131918367346939
86,2015-06-29,3.03025
87,2015-06-30,3.0103714285714287
88,2015-07-01,3.0294146341463417
89,2015-07-02,3.079616666666667
90,2015-07-06,3.008153846153846
91,2015-07-07,3.095853146853147
92,2015-07-08,3.0853636363636365
93,2015-07-13,3.058769230769231
94,2015-07-14,3.0367113402061854
95,2015-07-15,3.008019607843137
96,2015-07-16,3.0949591836734696
97,2015-07-20,3.0204285714285715
98,2015-07-21,3.0546478873239438
99,2015-07-23,3.0276747967479674
100,2015-07-27,3.0875348837209304
101,2015-07-28,3.0164713375796177
102,2015-07-29,3.0490526315789475
103,2015-07-30,3.1563615384615384
104,2015-08-03,3.0045434782608695
105,2015-08-04,3.012409448818898
106,2015-08-05,3.125666666666666
107,2015-08-06,3.0500462427745667
108,2015-08-10,3.023201298701299
109,2015-08-11,3.0851479591836735
110,2015-08-24,2.97635
111,2015-08-25,3.014754098360656
112,2015-08-26,3.0745652173913043
113,2015-08-27,2.899
114,2015-08-31,2.899
115,2015-09-01,3.0396144578313256
116,2015-09-02,3.130466666666667
117,2015-09-08,3.072060606060606
118,2015-09-09,3.044532258064516
119,2015-09-14,2.9911111111111115
120,2015-09-15,3.0102307692307693
121,2015-09-16,3.062611111111111
122,2015-09-21,3.019285714285714
123,2015-09-22,3.033765625
124,2015-09-23,3.1623
125,2015-09-28,3.1146521739130435
126,2015-09-29,3.13654794520548
127,2015-09-30,3.088606060606061
128,2015-10-05,3.2314749999999997
129,2015-10-06,3.207217391304348
130,2015-10-07,3.2096976744186048
131,2015-10-14,3.288232
132,2015-10-15,3.349
133,2015-10-20,3.1823333333333337
134,2015-10-21,3.2782142857142857
135,2015-10-26,3.2561428571428572
136,2015-10-27,3.2721951219512193
137,2015-10-28,3.3675
138,2015-11-04,3.340439393939394
139,2015-11-05,3.412193548387097
140,2015-11-11,3.448484375
141,2015-11-16,3.4735833333333335
142,2015-11-17,3.342942028985507
143,2015-11-18,3.4186875
144,2015-11-19,3.3256666666666668
145,2015-11-23,3.428280701754386
146,2015-11-24,3.438169014084507
147,2015-11-25,3.249
148,2015-12-01,3.532704081632653
149,2015-12-02,3.421178571428572
150,2015-12-03,3.4783333333333335
151,2015-12-08,3.4125714285714284
152,2015-12-09,3.5100169491525426
153,2015-12-15,3.3728235294117646
154,2015-12-16,3.5809508196721316
155,2015-12-21,3.4147
156,2015-12-22,3.5038529411764707
157,2015-12-23,3.5740545454545454
158,2015-12-28,3.4171159420289854
159,2015-12-29,3.7489999999999997
160,2015-12-30,3.5648070175438598
161,2016-01-04,3.479
162,2016-01-05,3.4426
163,2016-01-06,3.4672524271844662
