epoch,loss,mae,msle,val_loss,val_mae,val_msle
0,0.013226153329014778,0.0839560404419899,0.009121112525463104,0.007680687587708235,0.06168331950902939,0.00394017668440938
1,0.0017054673517122865,0.03094024583697319,0.0010970894945785403,0.006559560541063547,0.05754321813583374,0.003396941116079688
2,0.0012939696898683906,0.026112880557775497,0.0008106042514555156,0.0048967208713293076,0.050545208156108856,0.0025540939532220364
3,0.0011226821225136518,0.024482810869812965,0.0006999762263149023,0.003713710233569145,0.045291170477867126,0.001944103860296309
4,0.0009720282978378236,0.022848187014460564,0.0006088022491894662,0.0028605086263269186,0.04056188836693764,0.0015035205287858844
5,0.0009263988467864692,0.022195834666490555,0.0005771117866970599,0.0017075962387025356,0.030622389167547226,0.0009092420805245638
6,0.0007801757892593741,0.020117387175559998,0.000490871025249362,0.0013157424982637167,0.026560794562101364,0.0007021183264441788
7,0.0008495506481267512,0.020956888794898987,0.0005269281682558358,0.0018312750617042184,0.033523786813020706,0.0009597629541531205
8,0.0007374230190180242,0.020118286833167076,0.00046586323878727853,0.001384937553666532,0.027989627793431282,0.0007334524998441339
9,0.0008222010801546276,0.020793959498405457,0.0005100910202600062,0.0014920673565939069,0.029504377394914627,0.0007878715405240655
10,0.0007391534163616598,0.01976371556520462,0.0004669605114031583,0.0015214011073112488,0.03000563010573387,0.0007998664514161646
11,0.0007317984127439559,0.01959763839840889,0.000455227040220052,0.0011011238675564528,0.02461622655391693,0.000585305446293205
12,0.0007209016475826502,0.019598914310336113,0.00045815110206604004,0.0019336858531460166,0.03532487526535988,0.0010082544758915901
13,0.0007672495557926595,0.01995868608355522,0.0004766283673234284,0.001282579847611487,0.02663659118115902,0.0006820150301791728
14,0.0006984388455748558,0.019156159833073616,0.00043967823148705065,0.0010569383157417178,0.023776547983288765,0.0005650190287269652
15,0.0007436375599354506,0.01967875473201275,0.000464508862933144,0.0008598673739470541,0.02148347720503807,0.0004604509158525616
16,0.0006871074438095093,0.019044600427150726,0.00043639366049319506,0.0009230502182617784,0.022170331329107285,0.0004935624892823398
17,0.0006738914526067674,0.01882239803671837,0.0004290561773814261,0.0008455048664472997,0.02137257531285286,0.00045337624032981694
18,0.0006818610709160566,0.018783999606966972,0.000429840903962031,0.0008464689599350095,0.022445185109972954,0.00044847646495327353
19,0.0007494359742850065,0.019478969275951385,0.0004647969326470047,0.0019503998337313533,0.03617994487285614,0.0010156467324122787
20,0.0006692304159514606,0.01882128044962883,0.0004233120125718415,0.001078889355994761,0.02453668974339962,0.0005733726429753006
21,0.0006558988243341446,0.018656231462955475,0.00041413179133087397,0.0011391077423468232,0.025351298972964287,0.0006046792259439826
22,0.0006420729332603514,0.01844068244099617,0.0004029450938105583,0.0007596091600134969,0.020850770175457,0.00040447982610203326
23,0.0006824476877227426,0.01923191547393799,0.0004286932526156306,0.0011377306655049324,0.02492614835500717,0.0006074208649806678
24,0.0006830291240476072,0.01908440887928009,0.0004276384715922177,0.0010134837357327342,0.02347170002758503,0.0005409790901467204
25,0.0006453452515415847,0.018779298290610313,0.00040758567047305405,0.0010485569946467876,0.024193666875362396,0.0005577700212597847
26,0.000646748230792582,0.018409334123134613,0.00040676636854186654,0.0007662618882022798,0.02098255790770054,0.00040835808613337576
27,0.0006487072678282857,0.01869724504649639,0.00041325707570649683,0.0008809236460365355,0.021606605499982834,0.00047207047464326024
28,0.0006627339753322303,0.018502382561564445,0.0004167333245277405,0.0008208741783164442,0.02102592960000038,0.00043982587521895766
29,0.0006163533544167876,0.01797170750796795,0.00038926469278521836,0.0008422015816904604,0.02270672097802162,0.0004437669995240867
30,0.0006007067859172821,0.017817409709095955,0.0003830723580904305,0.0008513667853549123,0.02125764824450016,0.00045706628588959575
31,0.0006244331016205251,0.018192334100604057,0.0003929668746422976,0.0010110405273735523,0.02376088686287403,0.0005382750532589853
32,0.0006391099886968732,0.01855810545384884,0.00040387100307270885,0.0009083406184799969,0.022262779995799065,0.00048523530131205916
33,0.0006062302272766829,0.017722569406032562,0.0003818498516920954,0.0010797175345942378,0.024591974914073944,0.000574778241571039
34,0.0005937004461884499,0.01773642934858799,0.000375575153157115,0.0007593419868499041,0.021022532135248184,0.000403757207095623
35,0.0006122509948909283,0.017924247309565544,0.0003860504657495767,0.0009145698277279735,0.022212842479348183,0.0004895037272945046
36,0.0006179578485898674,0.018429666757583618,0.00039565510815009475,0.0007244109292514622,0.020164743065834045,0.0003871178487315774
37,0.000625163724180311,0.018353087827563286,0.0003962928894907236,0.0008020453387871385,0.021550597622990608,0.00042716696043498814
38,0.0006331559852696955,0.01851375587284565,0.00040260422974824905,0.0007571211317554116,0.020644117146730423,0.0004047279362566769
39,0.0005614496185444295,0.017538173124194145,0.00035955547355115414,0.0007927974220365286,0.02058824710547924,0.0004256800457369536
40,0.0005365717806853354,0.016866013407707214,0.0003439711290411651,0.0007487346883863211,0.02017163299024105,0.0004015577142126858
41,0.0005921843112446368,0.017569303512573242,0.00037879907176829875,0.0009561879560351372,0.023099292069673538,0.0005094629595987499
42,0.0005858608055859804,0.017671814188361168,0.00037238525692373514,0.0007328415522351861,0.020133530721068382,0.00039280790952034295
43,0.0005694185383617878,0.017308520153164864,0.0003656422486528754,0.0007156194187700748,0.020289169624447823,0.0003807831963058561
44,0.0005497336387634277,0.0171685628592968,0.0003521494218148291,0.0007851943955756724,0.02061859890818596,0.00042167757055722177
45,0.0005745618836954236,0.017600499093532562,0.00037181988591328263,0.0007376045105047524,0.020566357299685478,0.0003930946986656636
46,0.000592040887568146,0.017797358334064484,0.00037886720383539796,0.0009549410315230489,0.022636525332927704,0.0005117867840453982
47,0.0005550890346057713,0.017170079052448273,0.00035669931094162166,0.000702209654264152,0.019797613844275475,0.0003757355152629316
48,0.0005553633091039956,0.017375150695443153,0.0003593518922571093,0.0007621183176524937,0.020670942962169647,0.00040759978583082557
49,0.0005464975256472826,0.017294716089963913,0.0003539626195561141,0.0007243874715641141,0.019940372556447983,0.0003883695462718606
50,0.0005261884653009474,0.016759630292654037,0.0003382448630873114,0.0007744170725345612,0.020584067329764366,0.00041525057167746127
51,0.0005688174860551953,0.017568614333868027,0.00036545508191920817,0.000773715553805232,0.021110715344548225,0.00041247112676501274
52,0.0005543742445297539,0.01735948957502842,0.0003602507640607655,0.0007310040527954698,0.02005290426313877,0.0003923050535377115
53,0.0005687896627932787,0.017506444826722145,0.0003674026520457119,0.0007756570121273398,0.021223952993750572,0.0004129735170863569
54,0.000527392840012908,0.016901934519410133,0.00034170772414654493,0.0010957393096759915,0.024881301447749138,0.0005841152160428464
55,0.000559391628485173,0.01766003482043743,0.000364728388376534,0.0010124293621629477,0.0235560592263937,0.0005416966159828007
56,0.000555408070795238,0.01737675629556179,0.0003561388875823468,0.000783899100497365,0.020589763298630714,0.00042127716005779803
57,0.0005561320576816797,0.017337564378976822,0.00036422527045942843,0.0007571208407171071,0.020604917779564857,0.0004052547155879438
